,body type,Kilometers driven,Transmission type,Number of owners,car model,Year of manufacture,price,Fuel Type,Insurance Validity,Seats,Engine,Mileage,Color,Turbo Charger,Super Charger,Steering Type,Top Speed,No of Doors,City
280,2,36184,1,2,157,2016,705000.0,4,4,5,1197.0,21.4,116,0,0,4,180,5,0
281,2,69310,1,1,157,2016,653000.0,4,0,5,1197.0,21.4,138,0,0,4,180,5,0
282,8,55643,0,1,63,2015,872000.0000000001,4,5,5,1497.0,18.0,138,0,0,4,195,4,0
283,2,62803,0,2,77,2017,564000.0,4,5,5,1197.0,18.9,110,0,0,4,165,5,0
284,2,90000,1,2,300,2011,370000.0,1,5,5,1199.0,22.07,86,0,0,4,164,5,0
285,2,68656,1,1,179,2015,550000.0,4,5,5,1197.0,22.38,116,0,0,1,170,5,0
286,2,77501,1,3,66,2016,517000.0,4,0,5,1199.0,18.7,14,0,0,4,172,5,0
287,8,40000,1,1,180,2016,620000.0,4,5,5,1197.0,20.85,86,0,0,4,158,4,0
289,8,48325,0,1,63,2014,750000.0,4,5,5,1497.0,18.0,138,0,0,4,195,4,0
290,7,30000,1,1,265,2022,1220000.0,4,5,5,1199.0,17.57,86,3,0,4,170,5,0
291,2,100000,0,2,196,2013,1350000.0,1,0,5,2143.0,14.8,138,0,0,4,190,5,0
292,2,69000,1,1,179,2015,575000.0,4,0,5,1197.0,22.0,138,0,0,4,170,5,0
293,7,110000,1,1,101,2018,1250000.0,1,5,5,1956.0,17.1,86,3,0,4,170,5,0
294,8,50000,1,2,86,2016,868000.0,4,5,5,1591.0,17.01,86,0,0,4,196,4,0
295,4,60000,0,1,106,2020,3000000.0,1,5,8,2199.0,14.11,138,3,0,4,170,5,0
296,2,20000,1,1,90,2021,980000.0,4,5,5,998.0,20.0,86,3,0,1,170,5,0
297,2,14999,0,1,179,2022,900000.0,4,4,5,1197.0,22.56,138,0,0,1,170,5,0
298,2,90773,1,2,66,2016,550000.0,4,0,5,1199.0,18.7,138,0,0,4,172,5,0
299,8,90000,1,1,249,2012,450000.0,1,5,5,1598.0,20.5,55,3,0,4,170,4,0
300,2,64917,1,2,179,2017,610000.0,4,6,5,1197.0,20.4,138,0,0,4,165,5,0
301,2,70235,1,1,66,2017,543000.0,4,0,5,1199.0,18.7,14,0,0,4,172,5,0
302,2,30000,1,1,90,2021,980000.0,4,5,5,998.0,20.0,86,3,0,1,170,5,0
303,2,78782,1,1,66,2016,535000.0,4,6,5,1199.0,18.7,14,0,0,4,172,5,0
304,7,164000,1,2,147,2014,850000.0,1,0,7,2179.0,15.1,80,3,0,4,175,5,0
305,8,72136,1,2,163,2016,661000.0,4,5,5,1373.0,20.73,116,0,0,4,190,4,0
306,2,52486,1,2,179,2015,505000.0,4,0,5,1197.0,22.38,86,0,0,1,170,5,0
307,8,150000,0,1,247,2007,450000.0,1,5,5,1896.0,15.6,8,3,0,4,189,4,0
308,7,36887,1,1,69,2017,865000.0,4,5,5,1199.0,17.5,116,0,0,1,164,5,0
309,7,47962,1,1,85,2019,999000.0,4,0,5,998.0,18.27,9,3,0,4,170,5,0
310,7,135000,1,1,229,2014,595000.0,1,0,5,1461.0,20.45,116,3,0,4,156,5,0
311,8,47398,0,2,251,2018,2365000.0,4,0,5,1798.0,14.67,14,3,0,4,170,5,0
312,8,50000,1,2,43,2012,400000.0,4,5,5,1368.0,14.6,55,3,0,4,186,4,0
313,8,100000,1,1,180,2012,550000.0,1,5,5,1248.0,19.3,138,3,0,4,170,4,0
314,7,55000,0,1,22,2020,6050000.0,1,0,5,2993.0,14.71,138,2,0,4,235,5,0
315,7,110000,0,2,21,2011,1600000.0,1,0,5,1995.0,16.55,8,0,0,4,170,5,0
316,2,90000,0,3,300,2013,520000.0,4,5,5,1197.0,17.21,86,3,0,4,190,5,0
317,2,116624,1,1,157,2016,616000.0,4,6,5,1197.0,21.4,9,0,0,4,180,5,0
318,8,54561,1,2,163,2019,795000.0,4,6,5,1462.0,21.56,116,0,0,4,170,4,0
320,2,65072,1,1,66,2016,624000.0,4,0,5,1199.0,18.7,110,0,0,4,172,5,0
321,2,133532,1,1,77,2017,549000.0,4,6,5,1197.0,18.9,86,0,0,4,165,5,0
322,4,120000,1,3,289,2010,760000.0,1,5,7,2494.0,11.4,86,3,0,4,148,5,0
323,8,39886,1,1,180,2013,524000.0,4,0,5,1197.0,22.41,84,0,0,1,170,4,0
324,7,80000,1,1,147,2019,1650000.0,1,5,7,2179.0,15.1,138,3,0,4,170,5,0
325,2,56976,1,2,179,2015,583000.0,1,0,5,1248.0,25.2,86,3,0,4,155,5,0
326,8,68303,1,2,305,2020,1147000.0,4,6,5,999.0,17.69,138,3,0,1,170,4,0
327,2,80000,0,2,215,2013,1750000.0,4,5,4,1598.0,13.6,110,3,0,4,223,3,0
328,8,54000,0,1,249,2016,825000.0,1,0,5,1498.0,21.72,57,3,0,4,171,4,0
329,7,98500,0,1,111,2016,3150000.0,1,5,7,2179.0,12.51,138,0,1,4,188,5,0
330,2,72348,1,1,300,2018,755000.0,4,5,5,1199.0,16.2,57,0,0,4,165,5,0
331,7,70000,1,1,73,2015,875000.0,4,0,5,1591.0,13.0,116,0,0,4,170,5,0
332,2,62696,1,1,300,2021,855000.0000000001,4,4,5,999.0,17.74,138,0,0,1,170,5,0
333,7,174000,0,3,285,2014,1845000.0,1,0,7,2982.0,12.55,138,3,0,4,176,5,0
334,2,65000,1,1,77,2016,525000.0,4,0,5,1197.0,18.9,84,0,0,4,165,5,0
335,2,36000,0,1,77,2017,650000.0,4,0,5,1197.0,18.9,116,0,0,4,165,5,0
336,4,199000,1,2,289,2011,950000.0,1,0,7,2494.0,12.8,138,0,0,4,151,5,0
337,8,71905,0,1,63,2018,846000.0000000001,4,6,5,1497.0,18.0,14,0,0,4,195,4,0
338,2,69748,1,2,179,2013,424000.0,4,0,5,1197.0,22.38,110,0,0,1,170,5,0
339,2,44000,1,1,154,2008,210000.0,4,0,5,796.0,19.7,66,0,0,4,137,5,0
340,8,17875,1,2,295,2021,959000.0,4,5,5,1496.0,17.1,110,0,0,4,170,4,0
341,7,95678,1,1,236,2020,889000.0,4,0,5,1330.0,16.42,138,3,0,4,170,5,0
342,7,12003,0,1,239,2022,850000.0,4,5,5,999.0,19.03,116,0,0,1,170,5,0
343,7,114427,1,2,50,2018,836000.0,1,0,5,1498.0,23.0,110,3,0,4,170,4,0
344,7,20000,0,1,239,2022,660000.0,4,5,5,999.0,19.03,86,0,0,1,170,5,0
345,2,64655,1,1,61,2012,334000.0,4,0,5,1198.0,19.4,138,0,0,4,170,5,0
346,7,46456,1,1,133,2018,594000.0,4,5,6,1198.0,18.15,110,0,0,4,160,5,0
347,7,20000,0,1,239,2021,991000.0,4,5,5,999.0,18.24,86,3,0,1,170,5,0
348,7,50000,1,1,101,2018,1450000.0,1,5,5,1956.0,17.1,86,3,0,4,170,5,0
349,8,90000,1,4,305,2011,219000.0,1,5,5,1598.0,20.54,86,3,0,4,186,4,0
350,7,20000,1,1,85,2022,1285000.0,1,5,5,1493.0,19.26500376081233,86,3,0,4,170,5,0
351,7,27000,0,1,313,2021,4195000.0,4,0,5,1969.0,19.26500376081233,138,0,0,4,180,5,0
352,4,150000,1,3,289,2008,455000.0,1,5,8,2494.0,12.8,86,3,0,4,151,5,0
353,2,10000,1,1,157,2022,825000.0,4,5,5,1197.0,22.35,86,0,0,1,170,5,0
354,8,40000,1,1,63,2018,825000.0,4,5,5,1497.0,17.4,86,0,0,4,189,4,0
355,7,40000,1,1,50,2020,920000.0,1,5,5,1498.0,23.0,9,3,0,4,170,4,0
356,8,20000,0,2,197,2018,3300000.0,1,5,5,2143.0,19.27,86,3,0,4,233,4,0
357,7,91598,1,2,50,2017,729000.0,1,4,5,1498.0,22.77,110,3,0,4,182,5,0
358,2,57521,1,1,160,2015,432000.0,4,0,5,998.0,25.24,86,0,0,1,170,5,0
359,7,100000,1,1,236,2016,700000.0,1,5,5,1461.0,19.87,86,3,0,4,156,5,0
360,8,7598,1,1,86,2021,1499000.0,4,0,5,1497.0,17.7,86,0,0,1,170,4,0
361,7,38520,1,1,236,2017,762000.0,4,0,5,1598.0,13.06,14,0,0,4,160,5,0
362,7,20000,1,1,119,2022,1625000.0,4,5,5,1498.0,15.43,86,0,0,1,170,5,0
363,7,110455,1,2,236,2014,632000.0,1,0,5,1461.0,20.45,14,3,0,4,170,5,0
364,7,26901,0,1,85,2020,1218000.0,4,0,5,998.0,18.15,110,3,0,4,170,5,0
365,2,65376,0,1,77,2017,524000.0,4,6,5,1197.0,18.9,138,0,0,4,165,5,0
366,7,28177,1,3,147,2018,1405000.0,1,0,7,2179.0,15.1,110,3,0,4,170,5,0
367,7,10000,1,1,108,2022,1390000.0,4,5,5,998.0,18.2,86,3,0,1,170,5,0
368,7,30000,0,1,122,2021,1890000.0,4,0,5,1451.0,19.26500376081233,138,3,0,4,170,5,0
369,7,27000,0,1,73,2018,1275000.0,4,5,5,1591.0,13.0,138,0,0,4,170,5,0
370,2,90000,0,3,89,2010,275000.0,4,5,5,1197.0,19.2,86,0,0,4,170,5,0
371,8,20000,1,1,63,2022,1125000.0,4,5,5,1497.0,17.4,86,0,0,1,170,4,0
372,8,82998,0,1,63,2016,650000.0,4,0,5,1497.0,18.0,110,0,0,4,195,4,0
373,8,110000,0,3,3,2010,700000.0,4,5,5,1781.0,12.3,138,0,1,4,228,4,0
374,8,14500,1,1,63,2019,1100000.0,4,5,5,1497.0,17.14,57,0,0,4,178,4,0
375,8,120000,1,3,145,2016,260000.0,1,5,5,1461.0,21.03,138,3,0,4,146,4,0
376,2,68000,0,2,89,2010,395000.0,4,0,5,1197.0,19.2,116,0,0,4,170,5,0
377,8,25887,1,1,87,2019,681000.0,4,5,5,1197.0,20.14,138,0,0,4,172,4,0
378,2,74094,1,1,176,2020,405000.0,4,0,5,998.0,21.7,86,0,0,4,170,5,0
379,2,40000,0,1,66,2018,765000.0,4,0,5,1199.0,19.0,138,0,0,4,172,5,0
380,2,91045,1,1,175,2014,487000.0,1,4,5,1248.0,23.2,110,3,0,4,163,5,0
381,7,80033,1,1,147,2018,1474000.0,1,5,7,2179.0,15.1,138,3,0,4,170,5,0
382,7,70000,0,2,147,2017,1340000.0,1,5,7,2179.0,16.0,86,3,0,4,185,5,0
383,4,13957,0,1,243,2021,770000.0,4,0,7,999.0,18.2,9,0,0,1,170,5,0
384,2,34140,0,2,157,2018,818000.0,4,5,5,1197.0,21.4,57,0,0,4,180,5,0
385,7,20056,1,1,50,2017,724000.0,4,0,5,1497.0,17.0,138,0,0,4,170,4,0
386,2,38233,0,3,160,2016,468000.0,4,0,5,998.0,26.0,110,0,0,1,170,5,0
387,8,100000,1,1,298,2013,500000.0,4,5,5,1390.0,14.69,138,3,0,4,202,4,0
388,7,50000,1,2,50,2016,600000.0,1,5,5,1498.0,22.77,9,3,0,4,182,5,0
389,7,70000,1,2,147,2017,1350000.0,1,5,7,2179.0,16.0,86,3,0,4,185,5,0
390,2,44000,1,1,77,2016,525000.0,4,0,5,1197.0,18.9,84,0,0,4,165,5,0
391,2,90000,1,2,76,2006,175000.0,4,5,5,1341.0,15.3,55,0,0,4,166,5,0
392,8,30000,0,1,163,2016,725000.0,4,5,5,1373.0,19.12,86,0,0,4,190,4,0
393,2,50000,1,1,77,2018,550000.0,4,5,5,1197.0,18.9,86,0,0,4,165,5,0
394,2,98000,1,1,179,2019,650000.0,4,0,5,1197.0,22.0,138,0,0,4,170,5,0
395,2,47000,0,1,66,2017,775000.0,4,0,5,1199.0,18.2,56,0,0,4,172,5,0
396,8,70000,1,1,86,2019,900000.0,4,5,5,1591.0,17.0,86,0,0,4,170,4,0
397,2,16998,1,1,155,2020,408000.0,4,0,5,796.0,22.05,116,0,0,4,170,5,0
398,2,15256,0,1,77,2017,642000.0,4,0,5,1197.0,18.9,84,0,0,4,165,5,0
400,2,4495,0,1,39,2020,521000.0,4,0,5,999.0,22.5,8,0,0,4,170,5,0
401,4,34561,1,1,243,2020,695000.0,4,6,7,999.0,20.0,138,0,0,1,170,5,0
402,2,40000,1,2,156,2018,390000.0,4,5,5,998.0,23.95,86,0,0,4,145,5,0
403,2,142135,1,1,273,2016,429000.0,4,0,5,1199.0,23.84,84,0,0,4,150,5,0
404,8,120000,1,1,49,2021,520000.0,4,5,5,1194.0,18.5,138,0,0,4,170,4,0
405,2,9553,0,1,184,2019,625000.0,4,4,5,1197.0,20.52,14,0,0,4,170,5,0
406,2,7600,1,1,238,2022,601000.0,4,6,5,999.0,21.46,9,0,0,1,170,5,0
407,7,120000,1,1,101,2017,1300000.0,1,5,5,1956.0,17.1,86,3,0,4,170,5,0
408,2,20000,0,1,77,2017,645000.0,4,0,5,1197.0,18.9,116,0,0,4,165,5,0
409,7,120000,0,2,10,2013,1975000.0,1,5,7,2967.0,12.07,86,3,0,4,215,5,0
410,2,45578,1,1,90,2016,695000.0,4,5,5,1197.0,18.6,110,0,0,4,170,5,0
412,8,100000,0,2,14,2014,1644000.0000000002,1,0,5,1995.0,22.69,9,3,0,4,230,4,0
413,7,42000,1,1,50,2019,894999.9999999999,4,0,5,1497.0,17.0,116,0,0,4,170,4,0
414,2,90000,1,2,89,2013,350000.0,4,5,5,1197.0,20.36,86,0,0,4,170,4,0
415,8,70000,1,1,86,2012,550000.0,1,5,5,1582.0,22.32,86,3,0,4,190,4,0
416,7,100000,0,3,51,2010,750000.0,1,5,7,2953.0,11.4,86,3,0,4,144,5,0
417,2,16306,1,1,172,2017,581000.0,4,0,5,1197.0,20.89,9,0,0,1,170,5,0
418,2,25086,1,3,184,2020,513000.0,4,0,5,1197.0,20.52,138,0,0,4,170,5,0
419,2,54845,1,1,157,2017,650000.0,4,5,5,1197.0,21.01,9,0,0,1,170,5,0
420,2,35642,1,1,55,2020,806000.0,1,0,5,1498.0,24.4,110,0,0,4,170,5,0
421,2,22173,0,1,157,2016,725000.0,4,4,5,1197.0,21.4,116,0,0,4,180,5,0
422,8,50000,0,1,17,2018,4950000.0,1,0,5,2993.0,17.42,9,2,0,4,250,4,0
423,2,67790,1,1,77,2014,426000.0,4,4,5,1197.0,18.9,8,0,0,4,165,5,0
424,2,38000,1,1,156,2019,485000.0,4,0,5,998.0,23.95,66,0,0,4,145,5,0
425,2,49713,1,2,61,2012,351000.0,4,5,5,1198.0,19.4,138,0,0,4,170,5,0
426,2,10002,1,1,238,2021,490000.00000000006,4,5,5,999.0,21.46,110,0,0,1,170,5,0
427,7,46706,1,1,147,2017,1495000.0,1,5,7,2179.0,16.0,57,3,0,4,185,5,0
428,2,90000,1,2,179,2014,510000.0,1,5,5,1248.0,25.2,86,3,0,4,155,5,0
429,7,106000,0,1,21,2016,2750000.0,1,0,5,1995.0,18.56,138,3,0,4,213,5,0
430,2,55833,0,1,300,2017,1025000.0,4,5,5,1197.0,17.21,138,3,0,4,177,5,0
431,7,46716,0,2,7,2015,2345000.0,1,5,5,1968.0,15.73,110,3,0,4,212,5,0
432,8,54000,1,1,249,2016,825000.0,1,0,5,1498.0,21.13,57,3,0,4,185,4,0
433,7,68000,1,2,50,2016,675000.0,1,0,5,1498.0,21.7,116,3,0,1,170,5,0
434,2,113348,1,3,54,2010,190000.0,1,0,5,1399.0,20.0,57,3,0,4,170,5,0
435,8,134000,0,1,4,2014,890000.0,1,5,5,1968.0,17.68,138,3,0,4,222,4,0
436,7,20000,0,1,239,2022,823000.0,4,5,5,999.0,19.03,116,0,0,1,170,5,0
437,2,52311,1,1,179,2014,554000.0,4,0,5,1197.0,22.38,138,0,0,1,170,5,0
438,8,59514,1,1,180,2014,499000.0,4,0,5,1197.0,22.41,8,0,0,1,170,4,0
439,7,10000,0,1,239,2022,815000.0,4,5,5,999.0,19.03,86,0,0,1,170,5,0
440,2,36743,1,1,157,2020,719000.0,4,4,5,1197.0,21.01,116,0,0,1,170,5,0
441,2,83046,1,1,160,2015,372000.0,4,4,5,998.0,25.24,116,0,0,1,170,5,0
442,2,10000,0,1,160,2018,515000.00000000006,4,5,5,998.0,23.1,86,0,0,4,150,5,0
443,2,59420,1,2,66,2016,554000.0,4,5,5,1199.0,18.7,116,0,0,4,172,5,0
444,8,4545,1,1,275,2023,700000.0,4,0,5,1199.0,20.3,57,0,0,4,170,4,0
445,2,70404,1,1,179,2011,410000.0,4,5,5,1197.0,22.38,116,0,0,1,170,5,0
446,8,39725,1,1,163,2016,685000.0,4,4,5,1373.0,20.73,116,0,0,4,190,4,0
447,8,10000,0,1,14,2022,5500000.0,4,5,5,1998.0,16.13,86,3,0,4,250,4,0
448,7,10000,0,1,107,2022,1800000.0,1,5,5,1493.0,17.8,86,3,0,1,170,5,0
449,2,60000,1,2,184,2006,180000.0,4,5,5,998.0,18.9,86,0,0,4,170,4,0
450,7,50000,1,2,50,2018,765000.0,4,5,5,1497.0,17.0,86,0,0,4,170,4,0
451,7,10000,1,1,122,2023,1950000.0,4,5,5,1451.0,13.79,86,0,0,4,170,5,0
452,8,50000,1,3,75,2013,491000.0,4,5,5,1797.0,16.3,86,0,0,4,191,4,0
453,7,23272,1,1,50,2021,1175000.0,1,5,5,1498.0,21.7,116,3,0,1,170,5,0
454,7,8407,1,1,50,2020,999000.0,4,0,5,1496.0,15.9,14,0,0,1,170,4,0
455,2,50000,0,1,179,2018,715000.0,4,5,5,1197.0,21.21,86,0,0,1,170,5,0
456,8,10000,0,1,3,2018,3400000.0,1,5,5,1968.0,18.25,86,3,0,4,237,4,0
457,7,14881,0,1,73,2021,1779000.0,4,0,5,1353.0,19.26500376081233,8,3,0,4,170,5,0
458,2,54305,1,1,90,2012,404000.0,4,5,5,1197.0,18.5,116,0,0,4,170,5,0
459,2,50000,1,2,89,2016,358000.0,4,5,5,1086.0,19.81,86,0,0,4,165,5,0
460,2,64998,0,1,172,2017,581000.0,4,0,5,1197.0,20.89,9,0,0,1,170,5,0
461,2,75940,1,1,90,2015,630000.0,4,5,5,1197.0,18.6,110,0,0,4,170,5,0
462,2,25639,1,1,66,2016,560000.0,4,5,5,1199.0,18.7,57,0,0,4,172,5,0
463,7,44107,1,1,147,2019,1551000.0,1,5,7,2179.0,15.1,116,3,0,4,170,5,0
464,8,60000,1,2,86,2014,525000.0,4,5,5,1591.0,17.01,86,0,0,4,196,4,0
465,2,41594,1,1,160,2018,501000.0,4,0,5,998.0,23.1,86,0,0,4,150,5,0
466,2,24786,0,2,184,2020,617000.0,4,0,5,1197.0,20.52,138,0,0,4,170,5,0
467,2,56000,1,1,156,2017,365000.0,4,5,5,998.0,23.95,57,0,0,4,145,5,0
468,8,90000,0,1,63,2018,995000.0,4,0,5,1498.0,18.3,138,0,0,1,170,4,0
469,2,31000,1,2,90,2019,775000.0,4,0,5,1197.0,18.6,84,0,0,4,170,5,0
470,7,30000,0,2,96,2018,4700000.0,1,5,5,1999.0,16.38,116,3,0,4,208,5,0
471,8,36000,1,1,86,2017,770000.0,4,0,5,1591.0,17.7,66,0,0,4,170,4,0
472,2,19065,1,1,179,2018,725000.0,4,5,5,1197.0,22.0,57,0,0,4,170,5,0
473,2,30538,0,1,66,2019,840000.0,4,0,5,1199.0,18.2,138,0,0,4,172,5,0
474,2,48891,1,2,90,2018,799000.0,4,0,5,1197.0,18.6,110,0,0,4,170,5,0
475,2,60000,0,2,189,2014,1380000.0,4,5,5,1595.0,15.5,86,3,0,4,202,5,0
476,2,26676,1,1,179,2018,696000.0,4,4,5,1197.0,22.0,138,0,0,4,170,5,0
477,2,35647,1,1,179,2015,576000.0,4,0,5,1197.0,22.38,110,0,0,1,170,5,0
478,2,63825,1,1,287,2020,721000.0,4,6,5,1197.0,22.35,110,0,0,4,170,5,0
479,8,31346,1,2,63,2018,995000.0,4,5,5,1497.0,17.4,14,0,0,4,189,4,0
480,2,79349,1,2,90,2015,594000.0,4,5,5,1197.0,18.6,116,0,0,4,170,5,0
481,7,88203,1,1,147,2015,927000.0,1,0,7,2179.0,15.1,110,3,0,4,175,5,0
482,7,37370,0,1,7,2018,3275000.0,1,0,5,1968.0,15.17,9,3,0,4,219,5,0
483,2,52228,1,1,184,2015,426000.0,4,0,5,998.0,20.51,110,0,0,4,152,5,0
484,7,70000,0,1,73,2015,1100000.0,1,5,5,1582.0,17.01,86,3,0,4,190,5,0
485,7,40542,1,1,225,2022,905000.0,4,6,5,999.0,20.0,116,3,0,1,170,5,0
486,7,47936,0,1,236,2019,848000.0,4,0,5,1498.0,14.99,116,0,0,4,160,5,0
487,7,10000,1,3,171,1995,400000.0,4,5,6,1248.0,19.26500376081233,86,0,0,4,170,3,0
488,8,70000,0,2,251,2008,575000.0,1,5,5,2496.0,11.9,86,3,0,4,217,4,0
489,8,110000,1,5,63,2013,400000.0,4,5,5,1497.0,16.8,138,0,0,4,170,4,0
490,7,10000,1,3,171,1995,400000.0,4,5,8,1248.0,19.26500376081233,86,0,0,4,170,3,0
491,7,45000,1,2,73,2016,894999.9999999999,4,0,5,1591.0,15.29,138,0,0,4,165,5,0
492,7,20469,1,1,85,2019,1099000.0,4,5,5,998.0,18.27,9,3,0,4,170,5,0
493,2,60000,1,1,90,2011,425000.0,4,5,5,1197.0,17.0,86,0,0,4,170,5,0
494,8,70000,1,2,180,2012,445000.0,4,0,5,1197.0,19.1,9,0,0,4,169,4,0
495,8,150000,1,4,249,2014,320000.0,1,5,5,1598.0,20.5,86,3,0,4,170,4,0
496,8,46258,1,2,305,2017,775000.0,4,5,5,1598.0,16.09,57,0,0,4,185,4,0
497,2,54242,1,3,184,2013,327000.0,4,0,5,998.0,18.9,116,0,0,4,170,4,0
498,2,90727,0,1,66,2017,661000.0,4,0,5,1199.0,19.0,14,0,0,4,172,5,0
499,7,100000,1,1,147,2012,775000.0,1,0,7,2179.0,15.1,138,3,0,4,175,5,0
500,8,31003,1,1,180,2017,682000.0,4,0,5,1197.0,21.21,14,0,0,4,170,4,0
501,2,24233,1,1,77,2017,577000.0,4,4,5,1197.0,18.9,84,0,0,4,165,5,0
502,2,90000,1,3,300,2015,500000.0,4,5,5,1198.0,16.47,86,0,0,4,165,5,0
503,2,36983,1,1,66,2017,679000.0,4,0,5,1199.0,18.7,110,0,0,4,172,5,0
504,2,68915,0,1,196,2014,1445000.0,1,0,5,2143.0,14.8,57,0,0,4,190,5,0
505,2,5440,1,1,179,2021,776000.0,4,4,5,1197.0,22.38,116,0,0,1,170,5,0
506,2,8096,1,1,273,2021,690000.0,4,6,5,1199.0,20.09,9,0,0,1,170,5,0
507,8,120000,1,2,249,2012,380000.0,1,5,5,1598.0,20.5,86,3,0,4,170,4,0
508,7,60000,1,3,236,2014,560000.0,4,5,5,1598.0,13.24,86,0,0,4,170,5,0
509,7,120000,1,1,270,2017,1125000.0,1,5,7,2179.0,14.1,86,3,0,4,160,5,0
510,4,125903,1,2,240,2015,515000.00000000006,1,0,7,1461.0,19.98,9,3,0,4,170,5,0
511,2,33040,1,2,90,2018,799000.0,4,0,5,1197.0,18.6,138,0,0,4,170,5,0
512,7,110000,1,2,285,2009,1200000.0,1,5,7,2982.0,11.5,138,3,0,4,176,5,0
513,2,30722,1,1,90,2019,835000.0,1,5,5,1396.0,22.54,138,3,0,4,180,5,0
514,8,80000,1,1,63,2016,750000.0,1,5,5,1498.0,26.0,86,3,0,4,175,4,0
515,7,120000,1,2,285,2009,1275000.0,1,5,7,2982.0,11.5,86,3,0,4,176,5,0
516,8,33000,0,2,200,2017,3075000.0,1,0,5,2143.0,14.21,138,3,0,4,242,4,0
517,8,58778,1,1,63,2014,527000.0,4,0,5,1497.0,17.4,86,0,0,4,195,4,0
518,2,51395,1,1,176,2019,426000.0,4,0,5,998.0,21.7,116,0,0,4,170,5,0
519,7,100000,0,2,50,2015,625000.0,4,0,5,1496.0,14.7,138,0,0,1,170,4,0
520,8,65881,1,2,180,2013,447000.0,4,0,5,1197.0,22.41,8,0,0,1,170,4,0
521,2,49934,1,2,179,2014,552000.0,4,0,5,1197.0,22.38,138,0,0,1,170,5,0
522,8,91000,1,2,63,2016,795000.0,1,0,5,1498.0,26.0,138,3,0,4,175,4,0
523,2,61576,1,2,162,2018,459000.0,4,0,5,998.0,21.63,138,0,0,1,170,5,0
524,8,114321,1,2,163,2016,700000.0,4,1,5,1373.0,20.73,138,0,0,4,190,4,0
525,2,53125,1,1,176,2019,405000.0,4,5,5,998.0,21.7,138,0,0,4,170,5,0
526,2,36462,0,1,238,2020,536000.0,4,0,5,999.0,22.0,110,0,0,1,170,5,0
527,7,97542,0,1,210,2014,2400000.0,1,0,5,2143.0,15.26,9,3,0,4,210,5,0
528,7,89000,0,1,208,2017,4745000.0,1,0,5,2987.0,11.57,138,3,0,4,225,5,0
529,7,13000,1,2,236,2018,894999.9999999999,4,0,5,1498.0,14.99,138,0,0,4,160,5,0
530,8,41000,1,1,86,2018,1375000.0,1,5,5,1582.0,22.0,8,3,0,4,170,4,0
531,2,94471,0,1,300,2017,880000.0000000001,4,4,5,1197.0,17.21,110,3,0,4,177,5,0
532,4,58000,1,1,289,2011,1030000.0,1,0,7,2494.0,12.8,66,0,0,4,151,5,0
533,2,46000,1,1,184,2016,475000.0,4,0,5,1197.0,20.52,14,0,0,4,170,5,0
534,7,10000,1,1,119,2022,1150000.0,4,5,5,1498.0,19.26500376081233,8,0,0,1,170,5,0
535,7,36531,0,1,206,2020,5675000.0,1,0,5,1950.0,19.26500376081233,138,3,0,4,215,5,0
536,7,50000,1,1,293,2021,960000.0,4,5,5,1462.0,17.03,138,0,0,1,170,5,0
537,2,36004,1,2,160,2020,532000.0,4,4,5,998.0,21.63,116,0,0,4,170,5,0
538,8,58808,1,2,63,2016,651000.0,4,0,5,1497.0,17.8,138,0,0,4,195,4,0
539,8,10000,0,1,197,2017,3200000.0,1,5,5,2143.0,19.27,9,3,0,4,233,4,0
540,2,31983,1,1,90,2016,715000.0,4,0,5,1197.0,18.6,116,0,0,4,170,5,0
541,7,78536,1,1,183,2016,740000.0,1,4,5,1248.0,24.3,66,3,0,4,172,5,0
542,7,20000,1,1,107,2022,1700000.0,1,5,5,1493.0,20.8,86,3,0,1,170,5,0
543,8,54134,1,2,180,2013,455000.0,4,0,5,1197.0,22.41,8,0,0,1,170,4,0
544,7,10000,0,1,107,2021,1698999.9999999998,4,5,5,1497.0,16.8,86,0,0,1,170,5,0
545,2,27227,1,2,77,2019,524000.0,4,0,5,1197.0,18.9,110,0,0,4,165,5,0
546,7,25508,0,1,101,2019,1764999.9999999998,4,0,5,1368.0,16.0,57,3,0,4,186,5,0
547,2,30000,1,1,90,2017,525000.0,4,5,5,1197.0,18.6,86,0,0,4,170,5,0
548,7,20000,0,1,107,2019,1600000.0,4,5,5,1353.0,16.5,55,3,0,1,170,5,0
549,8,100000,1,2,305,2012,360000.0,1,5,5,1598.0,20.54,9,3,0,4,186,4,0
550,7,20000,0,1,144,2021,1650000.0,4,5,4,1997.0,19.26500376081233,86,3,0,4,170,3,0
551,2,50000,1,1,90,2011,410000.0,4,5,5,1197.0,17.0,86,0,0,4,170,5,0
552,8,36000,0,1,198,2018,3150000.0,1,0,5,2143.0,17.9,138,3,0,4,220,4,0
553,2,40000,1,1,90,2019,850000.0,1,5,5,1396.0,22.54,86,0,0,4,170,5,0
554,7,19047,0,1,85,2021,1260000.0,4,4,5,998.0,18.15,110,3,0,4,170,5,0
555,7,50000,1,1,265,2020,850000.0,4,5,5,1198.0,17.0,86,3,0,4,154,5,0
556,2,64453,0,1,160,2018,493000.0,4,0,5,998.0,23.1,110,0,0,4,150,5,0
557,2,43387,1,1,61,2018,505000.0,4,0,5,1198.0,18.5,138,0,0,4,145,5,0
558,2,36538,0,1,157,2020,825000.0,4,5,5,1197.0,19.56,138,0,0,1,170,5,0
