,body type,Kilometers driven,Transmission type,Number of owners,car model,Year of manufacture,price,Fuel Type,Insurance Validity,Seats,Engine,Mileage,Color,Turbo Charger,Super Charger,Steering Type,Top Speed,No of Doors,City
2473,8,100000,1,2,86,2012,420000.0,1,5,5,1582.0,22.32,86,0,0,4,170,4,1
2474,2,111350,1,1,179,2011,290000.0,4,0,5,1197.0,16.1,20,3,0,4,160,5,1
2475,7,105000,0,2,114,2013,2000000.0,1,0,5,2179.0,12.7,110,3,0,4,195,5,1
2476,8,150000,1,1,248,2005,100000.0,1,5,5,1896.0,18.7,55,3,0,4,188,4,1
2477,2,20000,1,1,273,2022,650000.0,0,5,5,1199.0,26.49,86,0,0,1,170,5,1
2478,8,63134,1,1,49,2017,500000.0,1,5,5,1498.0,25.83,116,3,0,4,170,4,1
2479,8,89547,0,1,63,2019,790000.0,4,5,5,1497.0,17.4,138,0,0,4,195,4,1
2480,7,25000,1,1,50,2018,900000.0,1,0,5,1498.0,21.7,9,3,0,1,170,5,1
2481,2,61583,1,2,300,2016,568000.0,4,4,5,1199.0,16.2,116,0,0,4,165,5,1
2482,8,102002,1,1,59,2015,461000.00000000006,1,4,5,1498.0,25.8,116,3,0,4,170,4,1
2483,2,38980,1,2,184,2016,400000.0,4,0,5,998.0,18.9,57,0,0,4,170,4,1
2484,8,108463,0,1,75,2017,983000.0,4,4,5,1999.0,14.62,9,0,0,4,210,4,1
2485,7,30033,1,1,69,2017,739000.0,4,6,5,1199.0,17.5,14,0,0,1,164,5,1
2486,2,29084,1,1,238,2016,340000.0,4,0,5,799.0,25.17,14,0,0,4,135,5,1
2487,2,69437,1,3,160,2016,366000.0,4,4,5,998.0,23.1,138,0,0,4,150,5,1
2488,8,70000,1,2,68,2009,300000.0,4,5,5,2354.0,12.8,86,0,0,4,170,4,1
2489,2,88122,1,3,179,2013,368000.0,4,0,5,1197.0,22.38,86,0,0,1,170,5,1
2490,8,98263,1,2,305,2011,346000.0,4,4,5,1598.0,15.04,86,0,0,4,185,4,1
2491,2,73674,1,2,66,2016,450000.0,4,0,5,1199.0,18.7,138,0,0,4,172,5,1
2492,2,37718,1,1,160,2016,450000.0,4,0,5,998.0,23.1,9,0,0,4,150,5,1
2493,2,66030,1,1,66,2016,590000.0,1,5,5,1498.0,27.3,138,3,0,4,172,5,1
2494,2,72110,1,1,82,2006,185000.0,4,5,5,1086.0,17.0,107,0,0,4,170,4,1
2495,3,35000,0,1,312,2017,8200000.0,4,0,4,1969.0,18.0,138,3,0,4,180,5,1
2496,8,100000,1,1,63,2008,200000.0,4,5,5,1497.0,17.0,55,0,0,4,170,4,1
2497,2,10000,1,1,77,2013,300000.0,4,5,5,1197.0,18.9,84,0,0,4,165,5,1
2498,2,20000,1,1,175,2010,150000.0,4,5,5,1197.0,21.1,86,0,0,4,156,5,1
2499,5,90000,1,3,182,2002,80000.0,4,5,8,1298.0,11.3,86,0,0,4,150,5,1
2500,2,90000,1,4,45,2014,180000.0,4,5,5,1172.0,15.7,86,0,0,4,170,5,1
2501,2,56118,0,1,287,2020,843000.0,4,5,5,1197.0,19.56,110,0,0,1,170,5,1
2502,2,93968,1,1,89,2012,300000.0,4,0,5,1197.0,20.36,116,0,0,4,170,4,1
2503,2,30000,1,1,78,2021,560000.0,4,5,5,1197.0,20.7,86,0,0,1,170,5,1
2504,2,41364,1,2,300,2020,744000.0,4,4,5,999.0,17.74,138,0,0,1,170,5,1
2505,8,108898,0,2,63,2013,419000.00000000006,4,0,5,1497.0,16.8,116,0,0,4,170,4,1
2506,4,3500,0,1,290,2022,2655000.0,4,0,7,2694.0,8.0,138,0,0,4,170,5,1
2507,7,35589,1,1,107,2020,1369000.0,4,0,5,1497.0,16.8,138,0,0,1,170,5,1
2508,8,150000,1,1,221,2003,90000.0,4,5,5,1468.0,13.7,8,0,0,4,175,4,1
2509,2,41514,1,1,89,2016,380000.0,4,0,5,1086.0,19.81,116,0,0,4,165,5,1
2510,4,27925,1,1,243,2021,661000.0,4,4,7,999.0,20.0,116,0,0,1,170,5,1
2511,8,10000,0,1,250,2022,2000000.0,4,5,5,1498.0,18.41,8,3,0,1,170,4,1
2512,7,40000,1,2,133,2017,320000.0,4,5,6,1198.0,18.15,86,0,0,4,160,5,1
2513,2,60000,1,2,74,2014,200000.0,4,5,5,814.0,21.1,86,0,0,4,135,5,1
2514,8,90000,1,5,86,2008,145000.0,4,5,5,1599.0,13.9,8,0,0,4,193,4,1
2515,2,65744,1,3,300,2013,325000.0,4,5,5,1198.0,16.47,110,0,0,4,165,5,1
2516,2,80000,0,4,153,2011,200000.0,4,5,5,998.0,16.98,86,0,0,4,170,5,1
2517,4,30000,0,2,165,2020,1025000.0,4,5,7,1462.0,17.99,86,0,0,4,170,5,1
2518,2,60000,1,3,258,2007,50000.0,1,5,5,1396.0,17.2,116,0,0,3,136,4,1
2519,7,20000,0,1,246,2022,1300000.0,4,5,5,999.0,17.2,55,3,0,1,170,5,1
2520,8,90000,1,3,305,2012,232000.0,4,5,5,1598.0,15.8,86,0,0,4,185,4,1
2521,7,18655,1,1,302,2021,1639000.0,4,4,5,1498.0,17.88,116,3,0,1,150,5,1
2522,2,51578,1,1,273,2020,536000.0,4,5,5,1199.0,19.01,138,0,0,1,170,5,1
2523,2,113000,1,1,54,2012,230000.0,1,0,5,1498.0,25.83,138,3,0,0,170,5,1
2524,2,27861,1,1,238,2016,357000.0,4,5,5,799.0,25.17,138,0,0,4,135,5,1
2525,8,20419,1,1,163,2020,786000.0,4,4,5,1462.0,21.56,116,0,0,4,170,4,1
2526,8,49165,1,2,305,2013,410000.0,4,5,5,1598.0,16.09,138,0,0,4,185,4,1
2527,7,38309,1,2,69,2018,607000.0,4,0,5,1199.0,17.5,86,0,0,1,164,5,1
2528,7,12000,0,1,293,2022,1150000.0,4,0,5,1462.0,18.76,138,0,0,1,170,5,1
2529,2,27872,0,1,66,2017,684000.0,4,0,5,1199.0,19.0,14,0,0,4,172,5,1
2530,2,14023,1,1,238,2022,451000.0,4,4,5,799.0,22.25,110,0,0,1,170,5,1
2531,4,30000,1,1,165,2019,985000.0,4,5,7,1462.0,19.34,138,0,0,4,170,5,1
2532,7,30000,1,1,265,2021,800000.0,1,5,5,1497.0,21.5,86,3,0,4,170,5,1
2533,8,116377,1,2,86,2012,450000.0,1,5,5,1582.0,23.9,110,3,0,4,190,4,1
2534,2,13109,1,1,300,2021,785000.0,1,0,5,1199.0,22.07,138,0,0,4,164,5,1
2535,8,67500,1,1,49,2015,415000.00000000006,1,0,5,1498.0,25.83,138,3,0,4,170,4,1
2536,2,84169,1,1,82,2007,150000.0,4,5,5,1086.0,19.26500376081233,8,0,0,4,170,5,1
2537,8,50000,0,2,1,2016,1500000.0,1,5,5,1968.0,20.38,86,3,0,4,215,4,1
2538,2,80000,1,3,54,2011,170000.0,4,5,5,1196.0,15.6,86,0,0,4,148,5,1
2539,4,14475,1,1,165,2022,1000000.0,4,0,7,1373.0,16.02,57,0,0,4,164,5,1
2540,2,20000,0,3,78,2020,570000.0,4,5,5,1197.0,20.7,86,0,0,1,170,5,1
2541,2,53631,0,1,157,2018,638000.0,4,5,5,1197.0,21.4,110,0,0,4,180,5,1
2542,7,92562,0,1,50,2018,674000.0,4,4,5,1497.0,14.8,9,0,0,4,171,4,1
2543,8,90000,1,3,177,2010,200000.0,4,5,5,1586.0,15.0,86,0,0,4,177,4,1
2544,2,24690,1,1,155,2021,433000.0,4,6,5,796.0,22.05,9,0,0,4,170,5,1
2545,2,15915,0,1,238,2020,518000.0,4,0,5,999.0,22.0,14,0,0,1,170,5,1
2546,2,100000,1,2,54,2011,175000.0,1,5,5,1399.0,20.0,56,0,0,4,148,5,1
2547,7,36390,1,1,239,2021,840000.0,4,0,5,999.0,20.5,9,3,0,1,170,5,1
2548,2,9112,1,1,175,2012,295000.0,4,0,5,1197.0,21.1,110,0,0,4,156,5,1
2549,2,13923,0,1,54,2021,740000.0,4,0,5,1194.0,16.0,138,0,0,1,170,5,1
2550,2,58263,1,1,160,2017,520000.0,4,0,5,998.0,25.24,9,0,0,1,170,5,1
2551,5,20000,1,1,164,2021,470000.0,4,5,7,1196.0,16.11,55,0,0,3,170,5,1
2552,2,80000,1,3,175,2015,200000.0,1,5,5,1248.0,23.2,86,3,0,4,163,5,1
2553,2,65991,1,0,179,2013,395000.0,1,5,5,1248.0,22.9,9,3,0,4,154,5,1
2554,2,13397,1,1,134,2016,350000.0,1,0,6,1198.0,25.32,110,3,0,4,160,5,1
2555,8,57121,0,2,163,2015,550000.0,4,0,5,1373.0,19.12,14,0,0,4,190,4,1
2556,8,70418,1,1,278,2015,400000.0,4,0,5,1193.0,17.57,90,3,0,4,154,4,1
2557,8,22421,0,0,59,2019,640000.0,4,5,5,1199.0,19.0,110,0,0,4,140,4,1
2558,2,83045,1,0,258,2009,135000.0,1,5,5,1405.0,17.0,84,0,0,4,170,5,1
2559,2,86715,1,0,89,2008,170000.0,4,5,5,1197.0,20.36,8,0,0,4,170,4,1
2560,2,77032,1,0,89,2008,195000.0,4,5,5,1086.0,19.81,110,0,0,4,165,5,1
2561,2,21614,1,1,39,2019,312000.0,4,5,5,799.0,22.7,138,0,0,4,170,5,1
2562,2,35375,1,1,155,2020,383000.0,4,4,5,796.0,22.05,116,0,0,4,170,5,1
2563,8,89545,1,0,305,2010,310000.0,1,5,5,1598.0,20.54,116,3,0,4,186,4,1
2564,2,83298,1,1,90,2019,590000.0,4,5,5,1197.0,18.6,116,0,0,4,170,5,1
2565,2,33250,0,1,172,2022,758000.0,4,6,5,1197.0,20.89,9,0,0,1,170,5,1
2566,2,75000,1,2,66,2015,480000.0,4,0,5,1199.0,18.2,57,0,0,4,172,5,1
2567,7,87026,1,1,50,2018,794000.0,1,0,5,1498.0,23.0,110,3,0,4,170,4,1
2568,4,33000,0,1,290,2021,2850000.0,1,0,7,2393.0,12.0,138,3,0,4,128,5,1
2569,8,37294,1,2,63,2020,1069000.0,4,0,5,1498.0,18.6,66,0,0,1,170,4,1
2570,2,65840,1,1,238,2016,327000.0,4,4,5,799.0,25.17,110,0,0,4,135,5,1
2571,7,45000,0,2,95,2019,1900000.0,1,0,7,2999.0,13.8,8,3,0,4,170,5,1
2572,8,62865,1,1,59,2015,425000.0,4,0,5,1199.0,18.6,81,0,0,1,170,4,1
2573,2,62442,1,1,134,2017,435000.0,1,5,6,1198.0,25.32,110,3,0,4,160,5,1
2574,8,154931,1,2,305,2014,330000.0,4,0,5,1598.0,15.04,62,0,0,4,185,4,1
2575,8,63318,1,1,63,2017,800000.0,4,0,5,1497.0,17.4,138,0,0,4,189,4,1
2576,8,47146,1,1,63,2017,750000.0,4,0,5,1497.0,17.0,51,0,0,4,170,4,1
2577,2,17797,0,1,77,2016,495000.0,4,0,5,1197.0,18.9,138,0,0,4,165,5,1
2578,2,52802,1,1,179,2015,475000.0,4,0,5,1197.0,18.6,116,0,0,4,160,5,1
2579,7,46830,1,2,69,2018,700000.0,1,5,5,1498.0,25.5,110,3,0,1,176,5,1
2580,8,34000,0,1,15,2016,2700000.0,1,0,5,1995.0,21.76,138,3,0,4,226,4,1
2581,7,70038,1,1,50,2018,785000.0,4,5,5,1497.0,17.0,138,0,0,4,170,4,1
2582,2,15957,1,1,253,2021,795000.0,4,4,5,1199.0,18.05,110,3,0,1,170,5,1
2583,8,63860,1,2,59,2014,415000.00000000006,4,0,5,1199.0,18.6,138,0,0,1,170,4,1
2584,8,51252,0,1,180,2017,660000.0,4,0,5,1197.0,21.21,110,0,0,4,170,4,1
2585,7,56071,0,2,50,2015,543000.0,4,4,5,1499.0,15.63,138,0,0,4,182,5,1
2586,2,38100,1,1,66,2017,650000.0,1,5,5,1498.0,27.3,17,3,0,4,172,5,1
2587,7,87634,0,3,147,2017,1129000.0,1,0,7,1997.0,16.0,138,3,0,4,185,5,1
2588,2,14424,1,1,89,2010,270000.0,4,5,5,1197.0,20.36,57,0,0,4,170,4,1
2589,8,39542,0,2,275,2018,557000.0,4,4,5,1199.0,20.3,116,0,0,4,170,4,1
2590,2,114507,1,2,77,2016,441000.0,4,4,5,1197.0,18.9,116,0,0,4,165,5,1
2591,2,67129,1,1,48,2015,340000.0,1,0,5,1248.0,20.3,106,3,0,4,165,5,1
2592,2,35405,1,1,300,2021,1000000.0,4,4,5,999.0,18.24,138,3,0,1,170,5,1
2593,2,62992,1,1,300,2010,295000.0,1,0,5,1199.0,22.07,110,0,0,4,164,5,1
2594,2,94241,1,1,82,2009,165000.0,4,0,5,1086.0,17.92,116,0,0,4,170,5,1
2595,2,101423,1,2,258,2013,149000.0,1,0,5,1396.0,25.0,116,3,0,4,170,4,1
2596,8,21647,1,1,282,2013,475000.0,4,5,5,1496.0,17.6,138,0,0,4,170,4,1
2597,2,78210,1,4,226,2010,135000.0,4,5,5,1198.0,18.06,116,0,0,4,158,5,1
2598,2,39922,1,1,77,2015,430000.0,4,0,5,1197.0,18.9,9,0,0,4,165,5,1
2599,2,61372,1,2,184,2017,375000.0,4,5,5,998.0,21.79,57,0,0,4,170,5,1
2600,2,60250,1,1,89,2008,145000.0,4,0,5,1086.0,19.81,110,0,0,4,165,5,1
2601,2,91617,0,3,77,2014,398000.0,4,0,5,1197.0,18.9,138,0,0,4,163,5,1
2602,2,23899,0,1,92,2021,1076000.0,4,4,5,998.0,20.25,86,3,0,1,170,5,1
2603,2,89000,1,1,179,2015,430000.0,4,0,5,1197.0,21.21,112,0,0,1,170,5,1
2604,2,97445,0,2,160,2017,400000.0,4,0,5,998.0,23.1,116,0,0,4,150,5,1
2605,2,69680,1,2,89,2012,287000.0,4,0,5,1197.0,20.36,86,0,0,4,170,4,1
2606,2,87431,1,1,90,2014,495000.0,4,0,5,1197.0,18.6,110,0,0,4,170,5,1
2607,2,98204,1,1,74,2015,298000.0,4,6,5,814.0,21.1,9,0,0,4,135,5,1
2608,4,161471,1,1,67,2014,425000.0,1,0,7,1498.0,24.2,131,3,0,4,165,5,1
2609,8,108338,1,2,63,2012,431000.0,4,0,5,1497.0,16.8,140,0,0,4,170,4,1
2610,2,47045,1,1,90,2016,577000.0,4,0,5,1197.0,18.6,110,0,0,4,170,5,1
2611,8,18079,0,1,275,2018,600000.0,4,5,5,1199.0,20.3,116,0,0,4,170,4,1
2612,2,44985,1,1,89,2009,225000.0,4,5,5,1086.0,19.81,57,0,0,4,165,5,1
2613,8,84095,1,1,163,2017,675000.0,1,5,5,1248.0,26.21,138,3,0,4,160,4,1
2614,7,50520,1,1,101,2020,1475000.0,1,0,5,1956.0,17.1,138,3,0,4,170,5,1
2615,8,82124,1,3,137,2010,145000.0,1,0,5,1461.0,19.2,138,0,0,4,148,4,1
2616,2,91644,1,2,82,2005,100000.0,4,0,5,1086.0,17.0,116,0,0,4,170,5,1
2617,2,100658,1,4,82,2005,70000.0,4,0,5,1086.0,17.0,107,0,0,4,170,5,1
2618,8,3228,0,1,59,2018,750000.0,4,5,5,1199.0,18.1,64,0,0,4,140,4,1
2619,8,41516,1,1,260,2010,150000.0,4,5,5,1193.0,15.64,48,0,0,4,170,4,1
2620,2,86147,1,2,27,2012,195000.0,1,5,5,936.0,25.44,93,0,0,4,170,5,1
2621,8,101566,1,3,63,2010,364000.0,4,0,5,1497.0,17.0,116,0,0,4,170,4,1
2622,8,73139,1,1,249,2018,729000.0,1,6,5,1498.0,21.13,116,3,0,4,185,4,1
2623,8,16787,0,1,59,2019,840000.0,1,0,5,1498.0,21.0,110,3,0,1,170,4,1
2624,8,99715,0,2,249,2016,680000.0,4,0,5,1598.0,14.3,116,0,0,4,186,4,1
2625,4,44386,1,1,38,2018,414000.0,4,0,7,1198.0,19.02,86,0,0,1,170,5,1
2626,2,56200,1,1,300,2014,380000.0,4,0,5,1598.0,15.26,138,0,0,4,183,5,1
2627,4,17003,1,1,38,2018,428000.0,4,5,7,1198.0,19.02,9,0,0,1,170,5,1
2628,2,44632,0,1,77,2014,465000.00000000006,4,5,5,1197.0,18.9,84,0,0,4,163,5,1
2629,7,32091,0,1,73,2018,1034000.0,4,5,5,1591.0,13.0,138,0,0,4,170,5,1
2630,4,22740,0,2,243,2021,772000.0,4,5,7,999.0,18.2,9,0,0,1,170,5,1
2631,7,98000,0,2,208,2016,3500000.0,1,0,5,2143.0,17.9,8,3,0,4,212,5,1
2632,8,95495,1,1,296,2018,450000.0,4,5,5,1198.0,17.0,57,0,0,4,170,4,1
2633,8,122533,1,2,86,2010,210000.0,4,5,5,1591.0,17.01,48,0,0,4,170,4,1
2634,8,55320,1,1,180,2013,410000.0,4,5,5,1197.0,22.41,6,0,0,1,170,4,1
2635,2,68459,1,1,90,2012,325000.0,1,5,5,1396.0,21.9,138,0,0,4,170,5,1
2636,8,14195,1,1,59,2016,450000.0,4,5,5,1199.0,18.6,51,0,0,1,170,4,1
2637,2,67900,1,1,90,2012,280000.0,4,5,5,1197.0,18.6,116,0,0,4,170,5,1
2638,2,47756,0,1,184,2017,410000.0,4,5,5,998.0,20.51,116,0,0,4,152,5,1
2639,2,42856,0,1,77,2016,520000.0,4,5,5,1197.0,18.9,116,0,0,4,163,5,1
2640,2,43000,1,1,300,2014,560000.0,1,0,5,1498.0,20.14,9,3,0,4,170,5,1
2641,8,27652,1,2,295,2019,702000.0,4,4,5,1496.0,17.1,110,0,0,4,170,4,1
2642,4,23539,1,1,243,2021,656000.0,4,4,7,999.0,20.0,86,0,0,1,170,5,1
2643,8,50000,1,1,163,2015,525000.0,4,0,5,1373.0,20.73,14,0,0,4,190,4,1
2644,2,18861,1,2,156,2017,357000.0,4,0,5,998.0,24.39,86,0,0,4,170,5,1
2645,2,41138,1,1,179,2017,512000.0,4,5,5,1197.0,20.4,116,0,0,4,165,5,1
2646,2,55039,1,1,89,2012,250000.0,4,0,5,1086.0,19.81,116,0,0,4,165,5,1
2647,2,41361,1,2,90,2018,700000.0,4,4,5,1197.0,18.6,116,0,0,4,170,5,1
2648,7,81037,1,1,50,2015,535000.0,1,0,5,1498.0,23.0,138,3,0,4,170,4,1
2649,2,28897,0,2,66,2017,641000.0,4,0,5,1199.0,19.0,110,0,0,4,172,5,1
2650,7,46308,1,2,133,2016,339000.0,4,0,6,1198.0,18.15,9,0,0,4,160,5,1
2651,2,80033,1,1,82,2009,170000.0,4,5,5,1086.0,19.26500376081233,66,0,0,4,170,5,1
2652,7,15000,0,2,218,2015,2650000.0,1,0,5,1995.0,19.19,138,3,0,4,220,4,1
2653,2,100056,1,1,184,2012,310000.0,4,0,5,1197.0,20.52,9,0,0,4,170,5,1
2654,2,90062,1,1,90,2018,725000.0,4,0,5,1197.0,18.6,57,0,0,4,170,5,1
2655,8,80030,1,3,31,2005,115000.0,4,0,5,1599.0,17.4,8,0,0,4,177,4,1
2656,7,90042,0,1,142,2016,645000.0,1,0,7,1493.0,18.49,110,3,0,4,156,5,1
2657,2,78030,1,1,184,2017,440000.00000000006,4,0,5,1197.0,20.52,14,0,0,4,170,5,1
2658,7,55000,0,2,21,2013,1650000.0,1,0,5,1995.0,16.09,138,3,0,4,210,5,1
2659,7,100049,0,1,80,2014,975000.0,1,0,7,2199.0,13.01,110,3,0,4,182,5,1
2660,7,138033,1,1,34,2010,535000.0,1,5,7,2499.0,14.8,110,3,1,4,138,5,1
2661,4,14126,1,1,38,2018,433000.0,4,0,7,1198.0,19.02,86,0,0,1,170,5,1
2662,7,35464,1,1,236,2020,1045000.0,4,0,5,1330.0,16.42,14,3,0,4,170,5,1
2663,7,100036,1,2,141,2013,550000.0,1,5,7,2696.0,12.83,8,3,0,4,180,5,1
2664,2,55161,1,3,77,2015,411000.00000000006,4,5,5,1197.0,18.9,84,0,0,4,165,5,1
2665,2,33771,0,1,81,2019,518000.0,4,5,5,1086.0,20.3,86,0,0,4,170,5,1
2666,4,75011,1,1,30,2016,525000.0,1,0,8,1248.0,18.2,116,3,0,4,160,5,1
2667,8,41659,1,1,86,2016,647000.0,4,4,5,1591.0,17.01,116,0,0,4,196,4,1
2668,8,126055,0,2,307,2012,925000.0,1,5,5,2400.0,16.0,138,3,0,4,225,4,1
2669,8,19935,1,1,275,2020,645000.0,4,5,5,1199.0,20.3,86,0,0,4,170,4,1
2670,2,61126,1,1,39,2016,253000.0,4,0,5,799.0,22.7,116,0,0,4,170,5,1
2671,7,100043,1,2,223,2012,1025000.0,1,0,7,2477.0,13.5,116,3,0,4,190,5,1
2672,7,70034,1,1,223,2013,1175000.0,1,5,7,2477.0,13.5,116,3,0,4,190,5,1
2673,2,90068,1,2,300,2018,600000.0,1,0,5,1498.0,20.14,14,3,0,4,163,5,1
2674,8,86694,1,1,87,2015,405000.0,4,5,5,1197.0,19.1,110,0,0,4,172,4,1
2675,8,86000,0,2,197,2011,1040000.0,1,0,5,2143.0,15.8,116,0,0,4,228,4,1
2676,8,79399,1,1,163,2015,585000.0,4,0,5,1373.0,20.73,110,0,0,4,190,4,1
2677,8,86038,0,1,3,2012,1175000.0,1,5,5,1968.0,16.55,138,3,0,4,212,4,1
2678,2,69863,1,1,184,2015,385000.0,4,5,5,998.0,18.9,14,0,0,4,170,4,1
2679,4,2000022,1,1,290,2017,1750000.0,1,0,7,2393.0,13.68,138,3,0,4,170,5,1
2680,2,133727,1,1,89,2013,310000.0,4,5,5,1197.0,20.36,110,0,0,4,170,4,1
2681,7,85781,0,1,73,2016,916000.0,4,0,5,1591.0,13.0,138,0,0,4,170,5,1
2682,2,8837,1,1,253,2022,800000.0,1,4,5,1497.0,23.64,9,3,0,1,170,5,1
2683,8,120057,1,2,281,2011,475000.0,1,5,5,1364.0,21.43,50,3,0,4,170,4,1
2684,2,48527,1,1,287,2019,699000.0,4,0,5,1197.0,22.35,9,0,0,4,170,5,1
2685,7,71096,1,2,69,2017,714000.0,1,0,5,1498.0,25.5,14,3,0,1,176,5,1
2686,8,22000,1,1,59,2020,750000.0,4,0,5,1199.0,18.6,116,0,0,1,170,4,1
2687,2,110054,1,1,78,2020,626000.0,4,6,5,1197.0,20.7,9,0,0,1,170,5,1
2688,8,85028,1,1,63,2012,465000.00000000006,4,0,5,1497.0,17.4,57,0,0,4,195,4,1
2689,8,10990,1,1,63,2021,1268000.0,4,6,5,1498.0,18.6,116,0,0,1,170,4,1
2690,8,115484,1,2,75,2017,805000.0000000001,4,4,5,1999.0,14.59,9,0,0,4,210,4,1
2691,7,80062,1,2,252,2011,475000.0,1,5,5,1968.0,17.67,57,3,0,4,170,5,1
2692,8,80039,1,1,249,2012,375000.0,1,5,5,1598.0,20.5,138,3,0,4,170,4,1
2693,2,16473,1,1,176,2020,510000.0,4,5,5,998.0,21.7,110,0,0,4,170,5,1
2694,7,8000,0,1,23,2022,9350000.0,4,0,5,2998.0,11.24,9,2,0,4,170,5,1
2695,2,53819,0,1,157,2017,660000.0,4,5,5,1197.0,21.4,138,0,0,4,180,5,1
2696,4,100060,1,2,138,2011,495000.0,1,5,8,2179.0,15.4,138,3,0,4,156,5,1
2697,8,93000,0,1,305,2017,790000.0,4,0,5,1197.0,18.19,116,3,0,4,185,4,1
2698,4,82000,1,1,165,2013,690000.0,1,0,7,1248.0,20.77,116,3,0,4,160,5,1
2699,8,100057,0,1,17,2013,1450000.0,1,5,5,1995.0,18.12,9,3,0,4,231,4,1
2700,8,100425,1,1,296,2016,570000.0,1,5,5,1498.0,21.66,116,3,0,4,170,4,1
2701,8,102497,1,1,86,2018,827000.0,1,6,5,1582.0,22.0,8,3,0,4,170,4,1
2702,8,97942,1,2,282,2011,345000.0,4,5,5,1496.0,17.6,110,0,0,4,170,4,1
2703,2,78423,1,1,300,2019,650000.0,4,5,5,999.0,18.78,9,0,0,4,170,5,1
2704,2,43088,1,2,155,2014,244000.0,4,4,5,796.0,22.05,9,0,0,4,170,5,1
2705,7,14103,1,1,239,2021,815000.0,4,5,5,999.0,20.5,9,3,0,1,170,5,1
2706,8,74000,0,1,197,2011,1100000.0,1,0,5,2143.0,15.8,116,0,0,4,228,4,1
2707,7,41285,0,1,293,2022,1150000.0,4,0,5,1462.0,18.76,8,0,0,1,170,5,1
2708,2,76554,1,3,54,2012,210000.0,4,5,5,1196.0,15.6,8,0,0,4,170,5,1
2709,4,25119,1,1,38,2018,391000.0,4,5,7,1198.0,19.02,116,0,0,1,170,5,1
2710,7,4977,1,1,302,2022,1529000.0,4,0,5,999.0,20.08,116,3,0,1,170,5,1
2711,7,10000,0,1,313,2023,5300000.0,4,0,5,1969.0,12.18,138,0,0,1,180,5,1
2712,8,85037,0,3,68,2004,250000.0,4,0,5,2997.0,9.0,8,0,0,4,170,6,1
2713,2,2177,1,2,176,2021,549000.0,4,0,5,998.0,21.7,138,0,0,4,170,5,1
2714,7,40511,1,1,50,2018,860000.0,1,5,5,1498.0,21.7,9,3,0,1,170,5,1
2715,7,30400,1,1,85,2021,1145000.0,4,5,5,998.0,18.0,56,3,0,1,170,5,1
2716,7,75000,1,1,69,2017,790000.0,1,0,5,1498.0,25.5,66,3,0,1,176,5,1
2717,7,27600,0,1,246,2021,1650000.0,4,5,5,999.0,17.2,110,3,0,1,170,5,1
2718,2,53908,1,1,77,2015,475000.0,1,5,5,1120.0,24.0,84,0,0,4,157,5,1
2720,7,46000,0,1,208,2017,4950000.0,1,0,5,2143.0,17.9,138,3,0,4,212,5,1
2721,7,9471,0,1,269,2021,828999.9999999999,4,6,5,1199.0,18.8,138,0,0,1,170,5,1
2722,2,12011,0,1,273,2020,648000.0,4,0,5,1199.0,23.84,116,0,0,4,150,5,1
2723,8,85000,0,2,305,2011,375000.0,4,0,5,1598.0,14.4,8,0,0,4,183,4,1
2724,7,27370,0,1,73,2016,964000.0,4,0,5,1591.0,13.0,138,0,0,4,170,5,1
2725,2,53098,1,2,74,2016,288000.0,4,0,5,814.0,21.1,138,0,0,4,135,5,1
2726,2,51680,1,1,39,2019,340000.0,4,5,5,799.0,22.7,110,0,0,4,170,5,1
2727,8,35821,0,2,63,2018,906000.0,4,0,5,1497.0,18.0,14,0,0,4,195,4,1
2728,1,60000,0,2,114,2013,3300000.0,4,0,5,1999.0,12.07,57,3,0,4,217,4,1
2729,2,39323,0,2,90,2018,686000.0,4,0,5,1197.0,17.4,9,0,0,4,151,5,1
2730,2,60799,1,1,238,2016,335000.0,4,0,5,799.0,25.17,110,0,0,4,135,5,1
2731,8,130000,0,2,197,2014,1350000.0,1,0,5,2143.0,14.84,116,0,0,4,228,4,1
2732,8,63000,0,1,279,2014,1800000.0,4,0,5,2494.0,19.16,57,0,0,4,170,4,1
2733,8,50000,0,1,200,2017,4900000.0,1,0,5,2987.0,17.0,57,3,0,1,250,4,1
2734,8,22600,0,1,16,2021,5750000.0,1,5,5,1995.0,19.62,116,2,0,1,235,4,1
2735,8,30000,1,1,163,2021,900000.0,4,5,5,1462.0,20.65,57,0,0,4,170,4,1
2736,8,58619,1,1,86,2018,900000.0,4,5,5,1591.0,17.0,116,0,0,4,170,4,1
2737,7,23300,1,1,50,2019,890000.0,4,5,5,1497.0,17.0,14,0,0,4,170,4,1
2738,2,121032,1,3,90,2010,280000.0,4,5,5,1197.0,17.0,9,0,0,4,170,5,1
2739,2,91000,1,1,89,2010,265000.0,4,0,5,1197.0,20.36,57,0,0,4,170,4,1
2740,7,30000,1,1,107,2020,1200000.0,1,0,5,1493.0,20.8,138,3,0,1,170,5,1
2741,2,82171,1,2,157,2019,574000.0,4,0,5,1197.0,21.4,138,0,0,4,180,5,1
2742,2,18551,1,1,273,2022,711000.0,0,0,5,1199.0,26.49,9,0,0,1,170,5,1
2743,2,35000,0,1,90,2020,960000.0,4,0,5,998.0,20.28,9,3,0,1,170,5,1
2744,2,50252,1,1,155,2016,273000.0,4,0,5,796.0,24.7,110,0,0,4,140,5,1
